,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,pdays,previous,poutcome,y,ids
39939,49.0,management,married,tertiary,no,5887.0,no,no,cellular,2.0,jun,181.0,293.0,2.0,failure,yes,39939
28278,33.0,management,married,tertiary,no,603.0,yes,no,cellular,29.0,jan,265.0,-1.0,0.0,unknown,no,28278
16595,51.0,blue-collar,married,primary,no,603.0,yes,no,cellular,24.0,jul,853.0,-1.0,0.0,unknown,yes,16595
6066,43.0,services,married,secondary,no,278.0,yes,no,unknown,26.0,may,14.0,-1.0,0.0,unknown,no,6066
31045,46.0,management,married,tertiary,no,2732.0,yes,no,telephone,11.0,feb,184.0,-1.0,0.0,unknown,no,31045
6700,28.0,blue-collar,single,unknown,no,448.0,yes,no,unknown,28.0,may,307.0,-1.0,0.0,unknown,no,6700
28510,45.0,self-employed,married,tertiary,no,125.0,no,no,cellular,29.0,jan,304.0,-1.0,0.0,unknown,no,28510
42365,37.0,management,married,tertiary,no,4842.0,yes,no,cellular,25.0,nov,170.0,-1.0,0.0,unknown,no,42365
8630,45.0,admin.,married,secondary,no,-547.0,yes,no,unknown,3.0,jun,214.0,-1.0,0.0,unknown,no,8630
11744,57.0,technician,married,secondary,no,9689.0,yes,no,unknown,20.0,jun,313.0,-1.0,0.0,unknown,no,11744
42096,57.0,management,married,tertiary,no,1832.0,yes,no,cellular,2.0,nov,131.0,-1.0,0.0,unknown,no,42096
43417,50.0,blue-collar,married,primary,no,82.0,no,no,telephone,5.0,apr,456.0,-1.0,0.0,unknown,yes,43417
33435,43.0,blue-collar,married,primary,no,1892.0,yes,no,cellular,20.0,apr,378.0,-1.0,0.0,unknown,no,33435
6588,49.0,technician,divorced,secondary,no,181.0,yes,no,unknown,28.0,may,230.0,-1.0,0.0,unknown,no,6588
42356,33.0,management,married,tertiary,no,334.0,no,no,cellular,25.0,nov,87.0,-1.0,0.0,unknown,no,42356
18772,36.0,management,married,tertiary,no,1594.0,yes,no,cellular,31.0,jul,544.0,-1.0,0.0,unknown,no,18772
44982,46.0,admin.,married,secondary,no,171.0,yes,yes,cellular,11.0,oct,251.0,430.0,1.0,failure,no,44982
23035,32.0,management,single,tertiary,no,5167.0,no,no,cellular,26.0,aug,10.0,-1.0,0.0,unknown,no,23035
39104,33.0,admin.,single,tertiary,no,235.0,yes,no,cellular,18.0,may,525.0,-1.0,0.0,unknown,yes,39104
31595,48.0,admin.,married,primary,no,4459.0,yes,no,cellular,3.0,apr,439.0,240.0,1.0,failure,no,31595
6156,33.0,technician,married,secondary,no,-1040.0,yes,yes,unknown,27.0,may,130.0,-1.0,0.0,unknown,no,6156
4515,56.0,entrepreneur,married,tertiary,no,8741.0,yes,no,unknown,20.0,may,318.0,-1.0,0.0,unknown,no,4515
40570,27.0,management,single,tertiary,no,2489.0,no,no,cellular,15.0,jul,323.0,163.0,2.0,other,yes,40570
14529,42.0,blue-collar,married,secondary,no,-145.0,yes,no,cellular,15.0,jul,231.0,-1.0,0.0,unknown,no,14529
21873,41.0,technician,divorced,secondary,no,75.0,no,no,cellular,20.0,aug,351.0,-1.0,0.0,unknown,no,21873
8067,29.0,technician,married,secondary,no,493.0,yes,yes,unknown,2.0,jun,132.0,-1.0,0.0,unknown,no,8067
6911,28.0,services,single,secondary,no,3331.0,yes,no,unknown,28.0,may,229.0,-1.0,0.0,unknown,no,6911
29660,32.0,management,married,tertiary,no,272.0,yes,no,cellular,3.0,feb,188.0,209.0,1.0,failure,no,29660
44863,33.0,management,single,tertiary,no,224.0,no,no,cellular,23.0,sep,409.0,92.0,4.0,success,yes,44863
27714,28.0,student,single,tertiary,no,290.0,yes,no,telephone,27.0,nov,24.0,-1.0,0.0,unknown,no,27714
23772,34.0,management,single,tertiary,no,603.0,no,no,cellular,28.0,aug,787.0,-1.0,0.0,unknown,no,23772
17091,25.0,blue-collar,married,secondary,no,-23.0,yes,no,cellular,25.0,jul,936.0,-1.0,0.0,unknown,no,17091
17168,37.0,management,married,tertiary,no,0.0,yes,no,telephone,28.0,jul,62.0,-1.0,0.0,unknown,no,17168
4011,27.0,management,single,tertiary,yes,0.0,yes,no,unknown,16.0,may,89.0,-1.0,0.0,unknown,no,4011
20044,52.0,services,married,primary,no,432.0,no,no,cellular,8.0,aug,424.0,-1.0,0.0,unknown,no,20044
24184,44.0,entrepreneur,married,tertiary,no,1631.0,yes,no,cellular,17.0,nov,81.0,195.0,2.0,failure,no,24184
3386,47.0,blue-collar,married,secondary,no,39.0,yes,no,unknown,15.0,may,160.0,-1.0,0.0,unknown,no,3386
648,41.0,management,married,tertiary,no,65.0,yes,no,unknown,6.0,may,524.0,-1.0,0.0,unknown,no,648
23051,35.0,admin.,married,tertiary,no,6.0,no,no,cellular,26.0,aug,130.0,-1.0,0.0,unknown,no,23051
9778,41.0,blue-collar,married,primary,no,16431.0,no,no,unknown,9.0,jun,139.0,-1.0,0.0,unknown,no,9778
14600,53.0,blue-collar,married,primary,no,4143.0,no,no,cellular,15.0,jul,200.0,-1.0,0.0,unknown,no,14600
31104,57.0,blue-collar,married,primary,no,403.0,yes,no,telephone,17.0,feb,63.0,-1.0,0.0,unknown,no,31104
40469,40.0,services,married,tertiary,no,35.0,no,no,cellular,3.0,jul,318.0,317.0,3.0,failure,no,40469
12274,50.0,admin.,single,secondary,no,1318.0,no,yes,unknown,24.0,jun,146.0,-1.0,0.0,unknown,no,12274
26023,46.0,services,divorced,secondary,no,15.0,no,no,cellular,19.0,nov,314.0,-1.0,0.0,unknown,no,26023
9537,43.0,blue-collar,divorced,primary,no,1260.0,no,yes,unknown,6.0,jun,17.0,-1.0,0.0,unknown,no,9537
4957,32.0,blue-collar,single,secondary,no,1067.0,yes,no,unknown,21.0,may,39.0,-1.0,0.0,unknown,no,4957
40603,58.0,housemaid,married,primary,no,4605.0,no,no,cellular,4.0,aug,197.0,-1.0,0.0,unknown,no,40603
32097,52.0,services,married,secondary,no,2904.0,yes,no,cellular,15.0,apr,201.0,272.0,3.0,failure,no,32097
40158,38.0,management,married,tertiary,no,1187.0,yes,yes,cellular,5.0,jun,76.0,123.0,1.0,failure,no,40158
3567,24.0,blue-collar,single,primary,no,758.0,yes,no,unknown,15.0,may,129.0,-1.0,0.0,unknown,no,3567
19559,57.0,self-employed,married,secondary,no,7747.0,no,no,cellular,7.0,aug,102.0,-1.0,0.0,unknown,no,19559
33336,56.0,services,married,secondary,no,159.0,yes,no,cellular,20.0,apr,132.0,-1.0,0.0,unknown,no,33336
36662,30.0,self-employed,married,secondary,no,8563.0,yes,no,cellular,12.0,may,109.0,351.0,4.0,other,no,36662
33051,32.0,technician,married,secondary,no,94.0,yes,no,cellular,17.0,apr,1013.0,-1.0,0.0,unknown,no,33051
19723,41.0,management,married,tertiary,no,768.0,no,no,cellular,7.0,aug,229.0,-1.0,0.0,unknown,no,19723
30016,44.0,blue-collar,divorced,secondary,no,272.0,yes,no,cellular,4.0,feb,219.0,205.0,2.0,failure,no,30016
32267,33.0,management,married,tertiary,no,322.0,yes,no,cellular,16.0,apr,77.0,-1.0,0.0,unknown,no,32267
28285,34.0,management,married,tertiary,no,276.0,no,no,cellular,29.0,jan,216.0,-1.0,0.0,unknown,no,28285
8081,51.0,management,divorced,tertiary,no,6.0,no,no,unknown,2.0,jun,193.0,-1.0,0.0,unknown,no,8081
24211,43.0,technician,divorced,secondary,no,1648.0,no,no,cellular,17.0,nov,80.0,-1.0,0.0,unknown,no,24211
26843,35.0,blue-collar,married,secondary,no,5639.0,yes,no,cellular,20.0,nov,945.0,-1.0,0.0,unknown,yes,26843
3521,49.0,services,single,secondary,no,3061.0,yes,no,unknown,15.0,may,155.0,-1.0,0.0,unknown,no,3521
16232,57.0,technician,married,secondary,no,1741.0,no,no,cellular,23.0,jul,364.0,-1.0,0.0,unknown,no,16232
35160,53.0,blue-collar,married,primary,no,0.0,yes,yes,cellular,7.0,may,263.0,-1.0,0.0,unknown,no,35160
6879,26.0,blue-collar,married,unknown,no,407.0,yes,no,unknown,28.0,may,346.0,-1.0,0.0,unknown,no,6879
26615,59.0,management,married,secondary,no,1083.0,no,no,cellular,20.0,nov,125.0,-1.0,0.0,unknown,no,26615
32447,66.0,retired,married,tertiary,no,525.0,no,no,telephone,16.0,apr,287.0,-1.0,0.0,unknown,no,32447
6798,39.0,blue-collar,married,unknown,no,638.0,yes,yes,unknown,28.0,may,83.0,-1.0,0.0,unknown,no,6798
3877,32.0,blue-collar,single,secondary,no,29.0,no,no,unknown,16.0,may,132.0,-1.0,0.0,unknown,no,3877
41571,47.0,technician,divorced,secondary,no,1013.0,no,no,cellular,15.0,sep,170.0,92.0,3.0,failure,yes,41571
5011,28.0,unemployed,married,secondary,no,858.0,yes,no,unknown,21.0,may,371.0,-1.0,0.0,unknown,no,5011
35910,46.0,services,divorced,secondary,no,355.0,yes,no,cellular,8.0,may,122.0,338.0,8.0,other,no,35910
6456,27.0,unemployed,single,secondary,no,0.0,yes,no,unknown,27.0,may,185.0,-1.0,0.0,unknown,no,6456
13759,30.0,blue-collar,married,secondary,no,167.0,yes,no,cellular,10.0,jul,255.0,-1.0,0.0,unknown,yes,13759
25387,30.0,blue-collar,married,secondary,no,1131.0,yes,yes,cellular,18.0,nov,189.0,144.0,5.0,failure,no,25387
24416,43.0,technician,divorced,secondary,no,-36.0,yes,no,cellular,17.0,nov,190.0,104.0,1.0,failure,no,24416
19734,56.0,blue-collar,married,primary,no,0.0,no,no,cellular,7.0,aug,152.0,-1.0,0.0,unknown,no,19734
36400,55.0,management,married,tertiary,no,154.0,no,no,telephone,11.0,may,70.0,367.0,3.0,failure,no,36400
33384,31.0,blue-collar,married,secondary,no,631.0,yes,no,cellular,20.0,apr,211.0,152.0,2.0,failure,no,33384
41012,57.0,housemaid,divorced,primary,no,1198.0,no,no,cellular,13.0,aug,146.0,-1.0,0.0,unknown,no,41012
29152,38.0,management,married,tertiary,no,661.0,yes,no,cellular,2.0,feb,366.0,-1.0,0.0,unknown,no,29152
34964,47.0,blue-collar,married,secondary,no,-216.0,yes,no,cellular,6.0,may,197.0,282.0,3.0,failure,no,34964
25251,58.0,management,divorced,tertiary,no,5037.0,yes,no,cellular,18.0,nov,1437.0,-1.0,0.0,unknown,yes,25251
27008,45.0,admin.,divorced,secondary,no,2519.0,no,no,cellular,21.0,nov,470.0,-1.0,0.0,unknown,no,27008
24268,44.0,management,married,tertiary,no,1034.0,no,no,cellular,17.0,nov,73.0,-1.0,0.0,unknown,no,24268
40623,62.0,retired,married,secondary,no,3340.0,no,no,cellular,4.0,aug,259.0,35.0,1.0,failure,no,40623
6670,30.0,technician,single,tertiary,no,0.0,yes,no,unknown,28.0,may,58.0,-1.0,0.0,unknown,no,6670
22384,53.0,blue-collar,married,tertiary,no,0.0,no,no,cellular,22.0,aug,107.0,-1.0,0.0,unknown,no,22384
19096,47.0,admin.,married,secondary,no,718.0,yes,yes,cellular,5.0,aug,195.0,-1.0,0.0,unknown,no,19096
21011,39.0,technician,married,tertiary,no,99.0,no,no,cellular,14.0,aug,170.0,-1.0,0.0,unknown,no,21011
6995,54.0,management,divorced,tertiary,no,192.0,yes,no,unknown,28.0,may,157.0,-1.0,0.0,unknown,no,6995
4271,43.0,services,divorced,secondary,no,1040.0,yes,no,unknown,19.0,may,552.0,-1.0,0.0,unknown,yes,4271
12501,29.0,technician,single,tertiary,no,101.0,no,no,unknown,2.0,jul,143.0,-1.0,0.0,unknown,no,12501
16128,44.0,unknown,married,unknown,no,722.0,yes,no,telephone,22.0,jul,269.0,-1.0,0.0,unknown,no,16128
751,54.0,blue-collar,married,secondary,no,254.0,yes,no,unknown,6.0,may,66.0,-1.0,0.0,unknown,no,751
27770,38.0,blue-collar,single,primary,no,127.0,yes,no,cellular,28.0,jan,70.0,-1.0,0.0,unknown,no,27770
35929,59.0,management,married,primary,no,0.0,yes,no,cellular,8.0,may,130.0,-1.0,0.0,unknown,no,35929
107,34.0,admin.,married,secondary,no,61.0,no,yes,unknown,5.0,may,21.0,-1.0,0.0,unknown,no,107
20464,49.0,unknown,married,secondary,no,1269.0,no,no,cellular,12.0,aug,117.0,-1.0,0.0,unknown,no,20464
5723,42.0,unemployed,divorced,secondary,no,193.0,yes,no,unknown,26.0,may,262.0,-1.0,0.0,unknown,no,5723
22095,33.0,management,married,tertiary,no,0.0,no,no,cellular,21.0,aug,102.0,-1.0,0.0,unknown,no,22095
12954,47.0,housemaid,married,secondary,no,1152.0,no,no,telephone,7.0,jul,260.0,-1.0,0.0,unknown,no,12954
12562,61.0,retired,married,secondary,no,313.0,no,yes,unknown,3.0,jul,42.0,-1.0,0.0,unknown,no,12562
4536,33.0,management,single,primary,no,4897.0,yes,no,unknown,20.0,may,151.0,-1.0,0.0,unknown,no,4536
40700,63.0,retired,married,tertiary,no,8103.0,no,no,cellular,7.0,aug,258.0,-1.0,0.0,unknown,no,40700
39639,34.0,management,married,tertiary,no,402.0,no,no,cellular,26.0,may,147.0,-1.0,0.0,unknown,no,39639
28177,45.0,management,divorced,tertiary,no,-90.0,yes,no,cellular,29.0,jan,128.0,192.0,1.0,failure,no,28177
11474,47.0,admin.,married,unknown,no,989.0,no,no,unknown,19.0,jun,116.0,-1.0,0.0,unknown,no,11474
11807,45.0,blue-collar,married,primary,no,0.0,no,yes,unknown,20.0,jun,74.0,-1.0,0.0,unknown,no,11807
38968,23.0,services,single,secondary,no,279.0,yes,no,cellular,18.0,may,843.0,370.0,1.0,failure,yes,38968
10376,39.0,blue-collar,married,primary,no,1397.0,yes,no,unknown,12.0,jun,10.0,-1.0,0.0,unknown,no,10376
36413,48.0,services,single,secondary,yes,-470.0,yes,no,cellular,11.0,may,410.0,292.0,11.0,failure,no,36413
2730,44.0,blue-collar,single,secondary,no,633.0,yes,no,unknown,13.0,may,1032.0,-1.0,0.0,unknown,no,2730
11305,37.0,services,divorced,primary,no,0.0,yes,no,unknown,18.0,jun,77.0,-1.0,0.0,unknown,no,11305
18956,52.0,management,married,tertiary,no,7192.0,no,no,cellular,4.0,aug,1486.0,-1.0,0.0,unknown,yes,18956
42511,28.0,blue-collar,single,secondary,no,1705.0,no,no,cellular,17.0,dec,412.0,-1.0,0.0,unknown,yes,42511
44219,33.0,technician,married,secondary,no,183.0,no,no,cellular,16.0,jul,457.0,182.0,3.0,other,yes,44219
22015,54.0,unknown,married,unknown,no,390.0,no,no,cellular,20.0,aug,68.0,-1.0,0.0,unknown,no,22015
27721,39.0,technician,married,secondary,no,616.0,no,no,telephone,8.0,dec,170.0,-1.0,0.0,unknown,no,27721
36788,30.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,12.0,may,271.0,349.0,4.0,failure,no,36788
10352,40.0,housemaid,married,secondary,no,3944.0,yes,no,unknown,12.0,jun,64.0,-1.0,0.0,unknown,no,10352
36748,28.0,admin.,married,secondary,no,-31.0,yes,no,cellular,12.0,may,369.0,-1.0,0.0,unknown,no,36748
37569,31.0,management,married,secondary,no,466.0,yes,no,cellular,14.0,may,164.0,-1.0,0.0,unknown,no,37569
13953,44.0,admin.,single,secondary,no,-101.0,yes,no,cellular,10.0,jul,99.0,-1.0,0.0,unknown,no,13953
8205,30.0,technician,married,secondary,no,173.0,yes,no,unknown,2.0,jun,184.0,-1.0,0.0,unknown,no,8205
3714,26.0,blue-collar,married,secondary,no,246.0,yes,no,unknown,16.0,may,1143.0,-1.0,0.0,unknown,yes,3714
29269,26.0,blue-collar,single,secondary,no,494.0,no,no,cellular,2.0,feb,237.0,-1.0,0.0,unknown,no,29269
36296,32.0,self-employed,single,secondary,no,-616.0,yes,no,cellular,11.0,may,74.0,-1.0,0.0,unknown,no,36296
14683,42.0,technician,married,secondary,no,0.0,yes,yes,cellular,15.0,jul,257.0,-1.0,0.0,unknown,no,14683
40676,73.0,retired,married,primary,no,5539.0,no,no,telephone,6.0,aug,338.0,-1.0,0.0,unknown,yes,40676
33951,55.0,retired,married,tertiary,no,357.0,yes,no,cellular,30.0,apr,878.0,-1.0,0.0,unknown,no,33951
44132,66.0,retired,divorced,unknown,no,53.0,no,no,cellular,12.0,jul,562.0,-1.0,0.0,unknown,yes,44132
30893,33.0,technician,married,secondary,no,1029.0,yes,no,cellular,9.0,feb,345.0,-1.0,0.0,unknown,no,30893
4150,42.0,housemaid,married,primary,no,14752.0,no,no,unknown,19.0,may,107.0,-1.0,0.0,unknown,no,4150
44155,36.0,management,single,unknown,no,62.0,no,no,cellular,13.0,jul,311.0,91.0,2.0,success,yes,44155
9527,28.0,blue-collar,single,secondary,no,3430.0,yes,no,unknown,6.0,jun,72.0,-1.0,0.0,unknown,no,9527
20936,59.0,management,single,tertiary,no,684.0,no,no,cellular,13.0,aug,48.0,-1.0,0.0,unknown,no,20936
7907,46.0,blue-collar,single,secondary,no,324.0,yes,no,unknown,30.0,may,293.0,-1.0,0.0,unknown,no,7907
10112,51.0,admin.,single,unknown,no,196.0,no,no,unknown,11.0,jun,98.0,-1.0,0.0,unknown,no,10112
42084,47.0,unemployed,married,tertiary,no,1725.0,yes,yes,cellular,30.0,oct,183.0,-1.0,0.0,unknown,no,42084
9373,38.0,unknown,married,primary,no,0.0,no,no,unknown,6.0,jun,414.0,-1.0,0.0,unknown,no,9373
45174,62.0,blue-collar,married,secondary,no,272.0,no,no,cellular,11.0,nov,289.0,92.0,3.0,success,yes,45174
36105,47.0,admin.,married,secondary,no,298.0,yes,no,cellular,11.0,may,183.0,-1.0,0.0,unknown,no,36105
1669,33.0,blue-collar,married,primary,no,120.0,yes,no,unknown,9.0,may,250.0,-1.0,0.0,unknown,no,1669
12065,58.0,management,married,tertiary,no,0.0,no,no,unknown,20.0,jun,22.0,-1.0,0.0,unknown,no,12065
17703,57.0,services,married,secondary,no,1301.0,yes,no,cellular,29.0,jul,63.0,-1.0,0.0,unknown,no,17703
7957,38.0,self-employed,married,secondary,no,-10.0,no,no,unknown,2.0,jun,137.0,-1.0,0.0,unknown,no,7957
14140,58.0,admin.,married,secondary,no,0.0,yes,no,cellular,11.0,jul,116.0,-1.0,0.0,unknown,no,14140
14275,34.0,technician,married,secondary,no,800.0,yes,no,cellular,14.0,jul,103.0,-1.0,0.0,unknown,no,14275
15261,37.0,management,married,tertiary,yes,0.0,no,no,cellular,17.0,jul,91.0,-1.0,0.0,unknown,no,15261
32381,37.0,blue-collar,married,secondary,no,2848.0,yes,no,cellular,16.0,apr,280.0,147.0,3.0,failure,no,32381
25672,51.0,entrepreneur,married,secondary,no,5403.0,yes,no,cellular,19.0,nov,698.0,-1.0,0.0,unknown,no,25672
30224,57.0,management,married,tertiary,no,297.0,no,no,cellular,5.0,feb,633.0,-1.0,0.0,unknown,no,30224
4267,28.0,management,single,tertiary,no,3238.0,yes,no,unknown,19.0,may,7.0,-1.0,0.0,unknown,no,4267
30800,31.0,admin.,single,secondary,no,690.0,no,no,cellular,6.0,feb,92.0,-1.0,0.0,unknown,no,30800
13855,40.0,blue-collar,married,secondary,no,2158.0,no,no,cellular,10.0,jul,277.0,-1.0,0.0,unknown,no,13855
42884,33.0,admin.,married,tertiary,no,0.0,yes,yes,cellular,4.0,feb,111.0,98.0,2.0,other,no,42884
24103,58.0,management,divorced,tertiary,no,372.0,no,yes,unknown,29.0,oct,11.0,-1.0,0.0,unknown,yes,24103
31442,23.0,management,single,tertiary,no,1004.0,yes,no,cellular,30.0,mar,114.0,-1.0,0.0,unknown,no,31442
44360,35.0,self-employed,married,tertiary,no,980.0,no,no,cellular,2.0,aug,428.0,336.0,6.0,failure,no,44360
19778,45.0,blue-collar,married,secondary,no,162.0,no,no,cellular,8.0,aug,130.0,-1.0,0.0,unknown,no,19778
42466,41.0,unemployed,married,secondary,no,1077.0,yes,yes,telephone,9.0,dec,207.0,387.0,2.0,failure,yes,42466
28816,33.0,entrepreneur,single,tertiary,no,300.0,yes,yes,cellular,30.0,jan,922.0,-1.0,0.0,unknown,yes,28816
6768,24.0,technician,single,secondary,no,288.0,yes,no,unknown,28.0,may,185.0,-1.0,0.0,unknown,no,6768
20004,32.0,management,married,tertiary,no,0.0,no,no,cellular,8.0,aug,83.0,-1.0,0.0,unknown,no,20004
39807,48.0,housemaid,married,primary,no,332.0,yes,no,cellular,1.0,jun,262.0,-1.0,0.0,unknown,no,39807
16416,26.0,entrepreneur,married,secondary,no,321.0,yes,yes,cellular,23.0,jul,638.0,-1.0,0.0,unknown,no,16416
21585,55.0,management,married,tertiary,no,2537.0,no,no,cellular,19.0,aug,97.0,-1.0,0.0,unknown,no,21585
32710,32.0,blue-collar,single,secondary,no,1415.0,yes,no,cellular,17.0,apr,645.0,345.0,1.0,failure,no,32710
32990,30.0,services,single,secondary,no,-172.0,yes,yes,cellular,17.0,apr,282.0,329.0,2.0,other,no,32990
6334,43.0,management,divorced,tertiary,no,3257.0,yes,no,unknown,27.0,may,120.0,-1.0,0.0,unknown,no,6334
35984,44.0,technician,single,secondary,no,140.0,yes,no,cellular,8.0,may,324.0,268.0,2.0,failure,no,35984
44541,28.0,management,single,tertiary,no,-62.0,no,no,unknown,12.0,aug,17.0,-1.0,0.0,unknown,no,44541
38699,39.0,technician,single,secondary,no,-529.0,yes,no,cellular,15.0,may,22.0,175.0,5.0,failure,no,38699
15526,35.0,entrepreneur,single,tertiary,no,145.0,yes,no,cellular,18.0,jul,799.0,-1.0,0.0,unknown,yes,15526
2059,39.0,unemployed,divorced,secondary,no,507.0,yes,no,unknown,12.0,may,150.0,-1.0,0.0,unknown,no,2059
22237,45.0,management,married,tertiary,no,0.0,no,no,cellular,21.0,aug,144.0,-1.0,0.0,unknown,no,22237
14343,32.0,admin.,married,secondary,no,-169.0,no,no,telephone,14.0,jul,310.0,-1.0,0.0,unknown,no,14343
2246,50.0,admin.,married,secondary,no,1114.0,yes,yes,unknown,12.0,may,298.0,-1.0,0.0,unknown,no,2246
16826,32.0,services,divorced,secondary,no,4612.0,yes,no,cellular,24.0,jul,937.0,-1.0,0.0,unknown,no,16826
10920,45.0,housemaid,married,primary,yes,0.0,no,yes,unknown,17.0,jun,161.0,-1.0,0.0,unknown,no,10920
5908,34.0,management,single,tertiary,no,1640.0,yes,no,unknown,26.0,may,160.0,-1.0,0.0,unknown,no,5908
31003,27.0,admin.,single,secondary,no,-172.0,no,yes,cellular,9.0,feb,125.0,-1.0,0.0,unknown,no,31003
38047,47.0,admin.,married,secondary,no,1358.0,yes,no,cellular,14.0,may,80.0,-1.0,0.0,unknown,no,38047
14181,50.0,technician,single,tertiary,no,1840.0,yes,no,cellular,11.0,jul,184.0,-1.0,0.0,unknown,no,14181
35369,27.0,student,single,tertiary,no,37.0,yes,no,cellular,7.0,may,125.0,364.0,1.0,failure,no,35369
6621,26.0,entrepreneur,single,secondary,no,265.0,yes,no,unknown,28.0,may,593.0,-1.0,0.0,unknown,no,6621
17142,31.0,entrepreneur,divorced,tertiary,no,1767.0,no,no,telephone,25.0,jul,395.0,-1.0,0.0,unknown,no,17142
7453,37.0,blue-collar,married,primary,no,1053.0,yes,no,unknown,29.0,may,194.0,-1.0,0.0,unknown,no,7453
26360,36.0,management,married,tertiary,no,11675.0,yes,no,cellular,20.0,nov,48.0,-1.0,0.0,unknown,no,26360
4575,33.0,technician,married,secondary,no,105.0,yes,yes,unknown,20.0,may,360.0,-1.0,0.0,unknown,no,4575
23718,31.0,technician,single,tertiary,no,-564.0,yes,yes,cellular,28.0,aug,49.0,-1.0,0.0,unknown,no,23718
13299,41.0,blue-collar,married,primary,no,17.0,no,no,cellular,8.0,jul,117.0,-1.0,0.0,unknown,no,13299
35109,34.0,technician,married,secondary,no,1254.0,no,no,cellular,6.0,may,77.0,-1.0,0.0,unknown,no,35109
3140,29.0,blue-collar,married,secondary,no,416.0,yes,no,unknown,14.0,may,1118.0,-1.0,0.0,unknown,no,3140
19942,31.0,technician,married,secondary,no,535.0,no,no,cellular,8.0,aug,81.0,-1.0,0.0,unknown,no,19942
42900,29.0,management,single,tertiary,no,308.0,no,no,cellular,4.0,feb,162.0,184.0,1.0,failure,no,42900
42179,53.0,management,married,tertiary,no,1356.0,yes,no,cellular,9.0,nov,371.0,96.0,4.0,failure,no,42179
8853,35.0,blue-collar,married,primary,no,300.0,yes,no,unknown,4.0,jun,81.0,-1.0,0.0,unknown,no,8853
33424,30.0,blue-collar,married,primary,no,262.0,yes,no,cellular,20.0,apr,15.0,343.0,3.0,other,no,33424
17814,39.0,technician,married,secondary,no,738.0,no,yes,cellular,29.0,jul,90.0,-1.0,0.0,unknown,no,17814
11047,50.0,services,divorced,tertiary,no,580.0,no,no,unknown,17.0,jun,88.0,-1.0,0.0,unknown,no,11047
32820,24.0,blue-collar,married,secondary,no,-220.0,yes,no,cellular,17.0,apr,401.0,15.0,1.0,failure,no,32820
2848,25.0,unknown,single,unknown,no,329.0,yes,no,unknown,14.0,may,158.0,-1.0,0.0,unknown,no,2848
11546,59.0,retired,married,primary,no,1115.0,no,no,unknown,19.0,jun,834.0,-1.0,0.0,unknown,yes,11546
37961,46.0,admin.,married,secondary,no,196.0,yes,no,telephone,14.0,may,29.0,-1.0,0.0,unknown,no,37961
